,genre,artist,track,popularity,danceability,instrumentalness,favorite,prediction
110421,Pop,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",62,0.596,0.0,0,1
110423,Pop,EDEN,drugs,69,0.484,0.0,0,1
110424,Pop,Cavetown,Lemon Boy,69,0.507,1.62e-06,0,1
110432,Pop,Chief Keef,Love Sosa,71,0.77,0.0,0,1
110461,Pop,Manuel Turizo,Una Lady Como Tú,79,0.7879999999999999,0.0,0,1
110471,Pop,Backstreet Boys,Shape of My Heart,76,0.575,0.0,0,1
110473,Pop,Post Malone,Cold,68,0.67,4.72e-06,0,1
110479,Pop,Ella Mai,Everything (feat. John Legend),70,0.395,0.0,0,1
110481,Pop,MKTO,American Dream,64,0.5539999999999999,0.0,0,1
110488,Pop,The-Dream,Shawty Is Da Shit,65,0.782,0.0,0,1
110501,Pop,Sam Smith,Say It First,64,0.526,0.00040899999999999997,0,1
110522,Pop,Matt Champion,Fangs,65,0.69,0.239,0,1
110563,Pop,Ariel Camacho y Los Plebes Del Rancho,Te Metiste,69,0.713,2.24e-05,0,1
110567,Pop,SZA,Normal Girl,66,0.622,5.3700000000000004e-05,0,1
110583,Pop,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,72,0.794,0.0,0,1
110597,Pop,Kanye West,Wouldn't Leave,68,0.556,0.0,0,1
110604,Pop,Virlan Garcia,Y Cambió Mi Suerte,71,0.586,0.0,0,1
110606,Pop,Wolfine,Bella - Remix,73,0.917,0.0,0,1
110624,Pop,Bruno Mars,Gorilla,69,0.7170000000000001,5.16e-06,0,1
110637,Pop,Ben Howard,Only Love,74,0.545,0.00137,0,1
110638,Pop,Drake,A Night Off (feat. Lloyd),67,0.611,3.87e-06,0,1
110656,Pop,Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,69,0.688,4.46e-05,0,1
110667,Pop,Mat Kearney,Memorized,65,0.547,0.00031299999999999996,0,1
110675,Pop,ATEEZ,Say My Name,71,0.634,0.0,0,1
110681,Pop,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),67,0.531,1.89e-06,0,1
110699,Pop,mansionz,Rich White Girls,64,0.705,0.0,0,1
110705,Pop,Martin Jensen,Nobody,73,0.6729999999999999,0.0,0,1
110706,Pop,Solange,My Skin My Logo,70,0.7240000000000001,0.0007480000000000001,0,1
110709,Pop,Rita Ora,Anywhere,80,0.628,0.0,0,1
110737,Pop,J Balvin,Si Tu Novio Te Deja Sola,72,0.718,0.0,0,1
110739,Pop,Wu-Tang Clan,C.R.E.A.M.,74,0.479,0.0239,0,1
110742,Pop,James TW,Suitcase,71,0.669,0.0,0,1
110743,Pop,Beyoncé,Flawless Remix,69,0.639,8.33e-06,0,1
110766,Pop,BTS,Don't Leave Me,70,0.62,0.0,0,1
110781,Pop,Rihanna,Hate That I Love You,72,0.637,0.0,0,1
110810,Pop,Quavo,RERUN (feat. Travis Scott),67,0.684,0.0,0,1
110811,Pop,Sabrina Claudio,Belong to You (feat. 6LACK),70,0.605,0.0152,0,1
110817,Pop,VÉRITÉ,Somebody Else,67,0.674,0.000529,0,1
110820,Pop,Cornelio Vega y su Dinastia,No Me Hubiera Enamorado,70,0.772,0.0,0,1
110837,Pop,Hoodie Allen,No Interruption,65,0.49700000000000005,0.0,0,1
110842,Pop,Peter Manos,You Don't Know Me,69,0.742,2.47e-05,0,1
110845,Pop,Lorde,Perfect Places,69,0.622,2.95e-05,0,1
110848,Pop,Halsey,Hold Me Down,66,0.677,0.0,0,1
110872,Pop,SEVENTEEN,Home,72,0.741,0.0,0,1
110879,Pop,Ed Sheeran,Save Myself,72,0.552,0.0,0,1
110885,Pop,Chance the Rapper,Angels (feat. Saba),67,0.7709999999999999,0.0,0,1
110887,Pop,Conan Gray,The Other Side,64,0.602,3.289999999999999e-05,0,1
110909,Pop,Ciara,Greatest Love,67,0.687,0.0,0,1
110920,Pop,Drake,Bria's Interlude (feat. Omarion),66,0.49,0.0010400000000000001,0,1
110931,Pop,Noah Kahan,Young Blood,67,0.569,0.0,0,1
110948,Pop,LANY,ILYSB,72,0.636,0.004529999999999999,0,1
110959,Pop,Travis Scott,Impossible,64,0.507,2.62e-05,0,1
110968,Pop,H.E.R.,Changes,67,0.674,4.87e-06,0,1
110970,Pop,Joyner Lucas,Just Let Go,71,0.645,0.0,0,1
110973,Pop,Christina Perri,arms,65,0.46299999999999997,4.89e-06,0,1
110991,Pop,Quinn XCII,Iron & Steel,63,0.79,0.0,0,1
110992,Pop,Dean Lewis,Chemicals,72,0.55,1.2e-06,0,1
110997,Pop,Carlie Hanson,Only One,69,0.49700000000000005,0.0,0,1
111000,Pop,Twenty One Pilots,Goner,69,0.565,7.14e-06,0,1
111001,Pop,Meek Mill,Almost Slipped,67,0.49,0.0,0,1
111003,Pop,Lauv,Easy Love,67,0.745,3.67e-06,0,1
111005,Pop,Nicky Jam,Hasta el Amanecer,74,0.8320000000000001,0.0,0,1
111007,Pop,Sam Smith,Midnight Train,63,0.706,2.1899999999999997e-05,0,1
111010,Pop,MARINA,Superstar,70,0.7090000000000001,0.0,0,1
111014,Pop,LANY,If You See Her,70,0.635,0.0,0,1
111034,Pop,blackbear,Deadroses,64,0.612,0.0,0,1
111039,Pop,Toni Romiti,Imma Dog Too,63,0.7829999999999999,0.0,0,1
111051,Pop,LANY,ILYSB - STRIPPED,70,0.6609999999999999,0.000131,0,1
111056,Pop,Carly Rae Jepsen,No Drug Like Me,65,0.5529999999999999,1.14e-06,0,1
111088,Pop,6LACK,Let Her Go,69,0.758,7.8e-05,0,1
111089,Pop,Juke Ross,Fresh Roses,70,0.763,0.0,0,1
111095,Pop,Jon Bellion,Hand Of God - Outro,61,0.594,0.0,0,1
111100,Pop,Alesso,Heroes (we could be),74,0.503,0.0,0,1
111111,Pop,Ne-Yo,Sexy Love,68,0.622,0.00047300000000000006,0,1
111112,Pop,Mac Miller,Conversation Pt. 1,67,0.787,5.22e-05,0,1
111122,Pop,Louis The Child,It's Strange (feat. K.Flay),65,0.8370000000000001,0.0401,0,1
111126,Pop,Sylvan Esso,Coffee,61,0.457,0.00122,0,1
111130,Pop,Lorde,The Love Club,64,0.792,0.0112,0,1
111145,Pop,Hopsin,You Should've Known,70,0.7659999999999999,3.56e-06,0,1
111162,Pop,A$AP Rocky,Canal St.,68,0.696,0.0,0,1
111178,Pop,Birdtalker,Heavy,69,0.614,2.64e-06,0,1
111189,Pop,Shawn Mendes,Why (Remix) [feat. Leon Bridges] - Remix,67,0.62,0.0,0,1
111204,Pop,Offset,Nightmare,66,0.7390000000000001,0.21100000000000002,0,1
111243,Pop,James Arthur,Certain Things (feat. Chasing Grace),68,0.406,9.719999999999999e-05,0,1
111251,Pop,SEVENTEEN,Good to Me,71,0.647,0.0,0,1
111254,Pop,Belly,Might Not,68,0.792,0.0,0,1
111275,Pop,BTS,Intro: Singularity,68,0.775,0.00285,0,1
111276,Pop,Ed Sheeran,I'm A Mess,71,0.6970000000000001,0.0,0,1
111280,Pop,The Outfield,Your Love,71,0.555,1.16e-06,0,1
111283,Pop,Sheppard,Geronimo,63,0.7120000000000001,0.00118,0,1
111286,Pop,The Beach Boys,Good Vibrations - Remastered,71,0.396,0.000124,0,1
111300,Pop,KIAN,Waiting,77,0.787,0.0,0,1
111315,Pop,Christian French,love ride,62,0.55,1.02e-06,0,1
111355,Pop,Drake,Practice,65,0.446,7.759999999999999e-05,0,1
111361,Pop,Lewis Capaldi,Rush (feat. Jessie Reyez),73,0.618,0.0,0,1
111370,Pop,Rhys Lewis,No Right To Love You - Acoustic,75,0.531,0.0,0,1
111378,Pop,Solange,Cranes in the Sky,67,0.7190000000000001,0.000147,0,1
111384,Pop,Lady Gaga,Applause,69,0.669,1.63e-06,0,1
111400,Pop,Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version",64,0.604,0.0,0,1
111416,Pop,Sabrina Carpenter,Paris,68,0.5760000000000001,0.0,0,1
111427,Pop,Lorde,Buzzcut Season,66,0.7290000000000001,0.37,0,1
111439,Pop,Russ,Begging You,66,0.847,0.000266,0,1
111460,Pop,Kanye West,Dark Fantasy,67,0.59,0.0,0,1
111487,Pop,Ar'mon & Trey,Forever,64,0.8190000000000001,0.0,0,1
111498,Pop,Jhene Aiko,Promises,63,0.494,4.1899999999999995e-05,0,1
111511,Pop,Gunna,Helluva Price,66,0.865,0.0,0,1
111512,Pop,Danny Ocean,Swing,77,0.7290000000000001,0.0,0,1
111523,Pop,Zhavia Ward,Candlelight,64,0.511,0.0,0,1
111526,Pop,Stanaj,Romantic - NOTD Remix,68,0.7440000000000001,0.0,0,1
111544,Pop,Gunna,Spending Addiction,66,0.89,0.0,0,1
111560,Pop,Kodaline,Brother,69,0.493,0.0,0,1
111561,Pop,Pitbull,Feel This Moment,67,0.6729999999999999,0.0,0,1
111586,Pop,Glass Animals,Season 2 Episode 3,65,0.742,4.57e-05,0,1
111611,Pop,Cute Is What We Aim For,The Curse Of Curves,63,0.534,0.0,0,1
111613,Pop,Drake,March 14,66,0.5579999999999999,0.0,0,1
111620,Pop,Oh Wonder,Drive,68,0.6579999999999999,3.67e-06,0,1
111635,Pop,Alec Benjamin,Annabelle's Homework,64,0.6759999999999999,1.63e-06,0,1
111654,Pop,Kygo,Stranger Things (feat. OneRepublic),71,0.604,0.0,0,1
111700,Pop,H.E.R.,Carried Away,67,0.693,0.0163,0,1
111723,Pop,Camila,Todo Cambió,71,0.452,0.0,0,1
111735,Pop,Destiny's Child,"Bills, Bills, Bills",65,0.845,0.0,0,1
111737,Pop,Feist,1234,60,0.71,1.99e-06,0,1
111739,Pop,Sabrina Claudio,Confidently Lost,68,0.6659999999999999,9.39e-06,0,1
111747,Pop,YG,Toot It And Boot It,63,0.7959999999999999,0.0,0,1
111748,Pop,Drake,No Tellin',65,0.8270000000000001,0.0,0,1
111771,Pop,Grace VanderWaal,Clearly,68,0.6629999999999999,1.58e-06,0,1
111776,Pop,A$AP Rocky,Excuse Me,66,0.653,0.0,0,1
111780,Pop,Travis Scott,sdp interlude,62,0.507,0.0544,0,1
111782,Pop,Moon Taxi,Two High,69,0.68,0.00132,0,1
111787,Pop,Quality Control,Too Hotty,65,0.884,0.0,0,1
111792,Pop,BTS,Best Of Me,69,0.6509999999999999,0.0,0,1
111816,Pop,Usher,Love in This Club (feat. Young Jeezy),66,0.573,0.0,0,1
111818,Pop,JID,Workin Out,69,0.818,0.000102,0,1
111834,Pop,Julia Michaels,Deep,65,0.7390000000000001,0.0,0,1
111838,Pop,Bryson Tiller,Overtime,64,0.657,0.0,0,1
111846,Pop,Mac Miller,ROS,65,0.535,0.0,0,1
111859,Pop,Lil Baby,Section 8 (feat. Young Thug),66,0.736,0.0,0,1
111867,Pop,88GLAM,Kyrie,67,0.7140000000000001,1.56e-06,0,1
111878,Pop,Future,Trap Niggas,66,0.813,3.8299999999999996e-05,0,1
111891,Pop,Mike Stud,Frio,64,0.738,2.15e-05,0,1
111894,Pop,AJR,Let the Games Begin,63,0.664,0.0,0,1
111899,Pop,The Weeknd,All I Know,66,0.469,0.00018899999999999999,0,1
111901,Pop,gnash,dear insecurity (feat. ben abraham),64,0.659,0.0,0,1
111929,Pop,Usher,Burn - Confession Special Edition Version,66,0.7959999999999999,0.0,0,1
111940,Pop,Bahamas,Way With Words,65,0.785,0.00198,0,1
111948,Pop,Paramore,Fake Happy,66,0.7340000000000001,6.54e-06,0,1
111956,Pop,Robyn,Ever Again,61,0.9420000000000001,0.000276,0,1
111960,Pop,Alejandro Fernandez,Me Dediqué a Perderte,77,0.642,1.58e-06,0,1
111962,Pop,Gryffin,Remember (with ZOHARA) - Madison Mars Remix,58,0.621,9.68e-05,0,1
111963,Pop,Pancho Barraza,Mi Enemigo El Amor,70,0.5920000000000001,0.0,0,1
111965,Pop,Jorja Smith,On My Mind (Jorja Smith X Preditah),72,0.71,0.0,0,1
111977,Pop,blackbear,idfc - Tarro Remix,66,0.58,1.18e-06,0,1
111978,Pop,Maggie Lindemann,Would I,66,0.655,7.59e-05,0,1
111982,Pop,Kid Ink,Be Real (feat. DeJ Loaf),67,0.762,0.00035099999999999997,0,1
112024,Pop,Mariah Carey,Caution,65,0.71,0.0,0,1
112034,Pop,Aventura,Un Beso,70,0.732,1.8100000000000003e-05,0,1
112036,Pop,Future,Tricks on Me,65,0.7,0.0,0,1
112047,Pop,Lauv,Reforget,65,0.44,0.0,0,1
112071,Pop,Cosmo Sheldrake,Come Along,60,0.649,0.00474,0,1
112072,Pop,Anna Clendening,Invisible,64,0.77,2.31e-06,0,1
112084,Pop,Alec Benjamin,Swim,65,0.737,0.000363,0,1
112119,Pop,Halsey,Drive,64,0.5710000000000001,0.00016,0,1
112122,Pop,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),66,0.603,0.0,0,1
112130,Pop,Sevyn Streeter,Been A Minute (feat. August Alsina),62,0.731,0.0,0,1
112139,Pop,Flume,Say It - Illenium Remix,64,0.48200000000000004,0.00498,0,1
112140,Pop,Kero Kero Bonito,Flamingo,68,0.7879999999999999,0.0,0,1
112155,Pop,Kodak Black,In The Flesh,66,0.735,0.0,0,1
112158,Pop,Marc E. Bassy,XX,62,0.6509999999999999,1.65e-05,0,1
112161,Pop,Fifth Harmony,Don't Say You Love Me,69,0.585,0.0,0,1
112183,Pop,Ed Sheeran,Candle In The Wind - 2018 Version,74,0.5489999999999999,0.0,0,1
112203,Pop,BTS,Intro: Serendipity,66,0.47600000000000003,0.0,0,1
112217,Pop,OMC,How Bizarre,61,0.785,1.83e-06,0,1
112222,Pop,Bhad Bhabie,Trust Me (feat. Ty Dolla $ign),65,0.8029999999999999,0.0,0,1
112227,Pop,Witt Lowry,Wonder If You Wonder,63,0.552,0.0,0,1
112238,Pop,X Ambassadors,Renegades - Live Session / Acoustic Version,63,0.6759999999999999,0.00146,0,1
112242,Pop,Alec Benjamin,Stan - Recorded at Spotify Studios NYC,65,0.693,0.0,0,1
112253,Pop,ILLENIUM,Crawl Outta Love,62,0.376,0.0,0,1
112256,Pop,ASTRO,All Night,68,0.573,0.0,0,1
112286,Pop,Sebastian Yatra,Vuelve,79,0.716,0.0,0,1
112288,Pop,Boogie,Soho (feat. JID),68,0.792,0.0,0,1
112298,Pop,Destiny's Child,Cater 2 U,63,0.605,0.0,0,1
112322,Pop,The Script,"Never Seen Anything ""Quite Like You"" - Acoustic",70,0.444,0.0,0,1
112337,Pop,G-Eazy,Remember You,62,0.654,0.0,0,1
112339,Pop,Seth Ennis,Woke Up in Nashville,62,0.588,0.0,0,1
112372,Pop,Ne-Yo,Closer,59,0.711,2.9600000000000005e-05,0,1
112374,Pop,Cher Lloyd,None Of My Business,67,0.7929999999999999,0.0,0,1
112378,Pop,Jon Bellion,While You Count Sheep,61,0.799,3.93e-06,0,1
112397,Pop,Astrid S,Think Before I Talk,71,0.773,0.0,0,1
112413,Pop,Alicia Keys,Un-thinkable (I'm Ready),64,0.595,1.9699999999999998e-05,0,1
112415,Pop,Olivia O'Brien,Care Less More,65,0.746,0.0,0,1
112426,Pop,Sabrina Claudio,Frozen,67,0.486,6.59e-05,0,1
112434,Pop,R3HAB,Rumors (With Sofia Carson),69,0.7120000000000001,0.0,0,1
112466,Pop,The Chainsmokers,You Owe Me,68,0.675,0.0,0,1
112470,Pop,PRETTYMUCH,Healthy,62,0.713,0.0,0,1
112478,Pop,Natti Natasha,Amantes de una Noche,70,0.5670000000000001,1.73e-06,0,1
112479,Pop,John Mayer,Who You Love,67,0.6940000000000001,0.00165,0,1
112482,Pop,Monica,So Gone,63,0.618,0.0,0,1
112483,Pop,Ed Sheeran,Drunk,69,0.733,2.37e-06,0,1
112503,Pop,6LACK,Been A While,66,0.442,1.7100000000000002e-05,0,1
112508,Pop,Brent Faiyaz,Make Luv,66,0.653,5.13e-05,0,1
112511,Pop,Sam Smith,One Day At A Time,60,0.498,0.0,0,1
112513,Pop,Florence + The Machine,Sky Full Of Song,67,0.5329999999999999,1.65e-05,0,1
112566,Pop,Lil Uzi Vert,Grab the Wheel,63,0.748,0.0,0,1
112578,Pop,Ed Sheeran,Shape of You - Acoustic,72,0.843,0.0,0,1
112579,Pop,Rainbow Kitten Surprise,Fever Pitch,63,0.789,1.29e-06,0,1
112582,Pop,Frankie Valli,Can't Take My Eyes Off You,61,0.581,1.07e-05,0,1
112590,Pop,Boogie,Silent Ride,68,0.6759999999999999,0.0,0,1
112593,Pop,H.E.R.,Lights On,64,0.518,0.00042,0,1
112594,Pop,Demi Lovato,Lonely,63,0.655,0.0,0,1
112597,Pop,Jon Bellion,Cautionary Tales,59,0.5820000000000001,2.7699999999999996e-05,0,1
112606,Pop,Drake,Madiba Riddim,66,0.8340000000000001,0.00968,0,1
112647,Pop,"Tyler, The Creator",Pothole,64,0.5429999999999999,7.23e-06,0,1
112648,Pop,Shawn Mendes,Lights On,66,0.706,0.0,0,1
112657,Pop,Yo Trane,Late Night Drive,63,0.491,0.0,0,1
112668,Pop,blackbear,i hope your whole life sux,61,0.6990000000000001,0.0,0,1
112672,Pop,PnB Rock,ABCD (Friend Zone),62,0.856,0.0,0,1
112676,Pop,Tori Kelly,Never Alone,60,0.561,2.64e-06,0,1
112693,Pop,blackbear,g2g ttyl (feat. THEY.),61,0.63,0.0,0,1
112712,Pop,Thirty Seconds To Mars,Love Is Madness (feat. Halsey),65,0.382,0.000246,0,1
112738,Pop,gnash,tell me it's okay,61,0.67,0.0,0,1
112739,Pop,Bow Wow,Like You,64,0.7140000000000001,0.0,0,1
112755,Pop,2Pac,Dear Mama,70,0.773,0.0,0,1
112756,Pop,Hayden James,Just Friends,69,0.639,0.0,0,1
112794,Pop,Khalid,Love Lies - Rick Ross Remix,62,0.711,0.0,0,1
112795,Pop,Panic! At The Disco,Far Too Young to Die,64,0.6759999999999999,3.0799999999999996e-05,0,1
112801,Pop,Drake,6 Man,63,0.7979999999999999,0.0,0,1
112802,Pop,G-Eazy,Pray For Me,62,0.77,0.0,0,1
112811,Pop,Lil Durk,Neighborhood Hero,67,0.6779999999999999,0.0,0,1
112852,Pop,Lady Gaga,Diamond Heart,65,0.662,3.61e-06,0,1
112871,Pop,Little Mix,Salute,68,0.6409999999999999,0.0,0,1
112874,Pop,Julia Michaels,Uh Huh,59,0.775,4.36e-05,0,1
112902,Pop,KYLE,Playinwitme (Remix) [feat. Logic and Kehlani],62,0.6829999999999999,0.0,0,1
112913,Pop,Sam Smith,Nirvana,64,0.501,0.0024100000000000002,0,1
112914,Pop,Diplo,New Shapes,59,0.536,0.000292,0,1
112918,Pop,Olivia O'Brien,Find What You're Looking For,64,0.726,0.0,0,1
112938,Pop,Lil Wayne,Mess,64,0.6409999999999999,9.58e-05,0,1
112946,Pop,Hozier,Say My Name - Recorded at Spotify Studios NYC,59,0.607,1.83e-05,0,1
112979,Pop,Allman Brown,Sweetest Thing,68,0.546,9.73e-05,0,1
113000,Pop,Quinn XCII,Walls,60,0.735,0.0,0,1
113005,Pop,Robin Schulz,Shed a Light,67,0.483,0.0,0,1
113011,Pop,Mike Stud,Lost Me,62,0.787,3.11e-05,0,1
113014,Pop,Aminé,WHY?,63,0.6579999999999999,0.0106,0,1
113015,Pop,Whethan,Superlove (feat. Oh Wonder),66,0.578,0.00037799999999999997,0,1
113020,Pop,Bryson Tiller,Rambo,63,0.635,2.01e-06,0,1
113035,Pop,Gladys Knight & The Pips,Midnight Train to Georgia,64,0.5760000000000001,2.48e-05,0,1
113038,Pop,One Direction,Fool's Gold,65,0.515,1.29e-06,0,1
113039,Pop,Miley Cyrus,Do My Thang,61,0.76,0.000383,0,1
113046,Pop,Teyana Taylor,Rose In Harlem,63,0.5429999999999999,0.0,0,1
113048,Pop,"Tyler, The Creator",Garden Shed,63,0.423,0.016,0,1
113059,Pop,Beyoncé,Dangerously In Love,60,0.609,0.0,0,1
113076,Pop,Gabbie Hanna,Monster,61,0.522,0.0,0,1
113084,Pop,Wiz Khalifa,Roll Up,65,0.523,0.0,0,1
113086,Pop,Traviezoz de la Zierra,Mi Pasado y Mi Presente,66,0.7959999999999999,0.0,0,1
113089,Pop,Manuel Turizo,Una Vez Más,72,0.807,2.05e-06,0,1
113093,Pop,Louis Tomlinson,Just Like You,67,0.703,0.0,0,1
113126,Pop,Glass Animals,Pork Soda,63,0.698,0.00131,0,1
113127,Pop,Kehlani,Jealous (feat. Lexii Alijai),61,0.5589999999999999,0.0,0,1
113133,Pop,Kid Ink,Hell & Back,63,0.597,0.0,0,1
113135,Pop,Lil Uzi Vert,Ronda (Winners),62,0.701,0.0,0,1
113156,Pop,Ariana Grande,I Don't Care,63,0.59,1.38e-06,0,1
113164,Pop,Timeflies,First Time,60,0.703,0.0,0,1
113165,Pop,Nicky Jam,Satisfacción,67,0.622,0.0,0,1
113173,Pop,Sevyn Streeter,Before I Do,61,0.66,0.0,0,1
113200,Pop,Why Don't We,Falling,61,0.441,1.82e-05,0,1
113212,Pop,Oscar Cortez,Callejón 58,62,0.584,0.0,0,1
113214,Pop,José González,Stay Alive,70,0.718,0.163,0,1
113224,Pop,My Chemical Romance,Cancer,65,0.457,0.0,0,1
113245,Pop,ZAYN,Natural,65,0.655,1.57e-05,0,1
113251,Pop,Tory Lanez,I Sip,65,0.625,0.0,0,1
113264,Pop,Disclosure,Omen - Radio Edit,69,0.615,0.0,0,1
113302,Pop,Halsey,Hopeless,60,0.444,0.0,0,1
113308,Pop,Years & Years,Valentino,70,0.7140000000000001,0.0,0,1
113311,Pop,Jaheim,Put That Woman First,63,0.649,0.0,0,1
113318,Pop,Kanye West,Feedback,64,0.8370000000000001,0.0,0,1
113350,Pop,Roy Woods,Down Girl,64,0.797,0.0,0,1
113351,Pop,LÉON,Surround Me,67,0.53,0.0,0,1
113382,Pop,JP Saxe,The Few Things (with Charlotte Lawrence),67,0.536,5.88e-06,0,1
113383,Pop,Quinn XCII,Bootleggin',58,0.826,0.0,0,1
113384,Pop,Sharon Van Etten,Every Time the Sun Comes Up,66,0.6629999999999999,5.41e-06,0,1
113393,Pop,SZA,Pretty Little Birds (feat. Isaiah Rashad),61,0.529,0.00314,0,1
113396,Pop,Rhys,Too Good To Be True,71,0.669,0.0,0,1
113411,Pop,Lil Yachty,SaintLaurentYSL (feat. Lil Baby),65,0.8859999999999999,0.0,0,1
113434,Pop,Isaiah Rashad,4r Da Squaw,68,0.667,2.12e-05,0,1
113460,Pop,Mac Miller,Senior Skip Day,62,0.544,0.0,0,1
113478,Pop,gianni & kyle,foreign,61,0.726,0.0,0,1
113481,Pop,Mac Miller,Nike's on My Feet,65,0.823,0.0,0,1
113484,Pop,Becky G,Zooted (feat. French Montana & Farruko),67,0.815,1.31e-05,0,1
113501,Pop,Big Sean,Sacrifices,63,0.77,0.0,0,1
113508,Pop,Juan Gabriel,Abrázame Muy Fuerte,72,0.515,0.0,0,1
113511,Pop,VAX,Crime,71,0.6659999999999999,0.0,0,1
113517,Pop,ayokay,The Shine,60,0.679,0.0,0,1
113522,Pop,Aquilo,Sorry,67,0.452,0.0,0,1
113525,Pop,Lil Uzi Vert,Feelings Mutual,62,0.585,0.0,0,1
113529,Pop,Justin Timberlake,Morning Light,63,0.62,0.0482,0,1
113552,Pop,Kid Quill,Small Talk,59,0.78,0.000113,0,1
113557,Pop,LANY,Let Me Know,67,0.696,2.98e-06,0,1
113573,Pop,Julia Sheer,Little Talks,69,0.637,0.0,0,1
113580,Pop,Jack & Jack,Closure,61,0.597,0.000596,0,1
113588,Pop,Usher,No Limit (feat. Young Thug),62,0.7170000000000001,0.0,0,1
113608,Pop,NU'EST W,Dejavu,65,0.769,0.0,0,1
113657,Pop,Matoma,Party On The West Coast (feat. Snoop Dogg),66,0.635,1.4800000000000002e-05,0,1
113664,Pop,Remmy Valenzuela,Mi Princesa,68,0.679,0.0,0,1
113672,Pop,Tina Turner,What's Love Got to Do with It,68,0.851,6.41e-06,0,1
113675,Pop,Jax Jones,Ring Ring (feat. Mabel & Rich The Kid),76,0.779,2.03e-06,0,1
113697,Pop,One Direction,Over Again,66,0.545,0.0,0,1
113706,Pop,Yo Trane,High off You,62,0.631,0.0,0,1
113726,Pop,P!nk,Just Give Me a Reason,56,0.778,0.000302,0,1
113737,Pop,Astrid S,Closer,68,0.531,0.0,0,1
113741,Pop,Katy Perry,The One That Got Away - Acoustic,69,0.7140000000000001,0.0,0,1
113755,Pop,LANY,Run,66,0.705,0.0,0,1
113761,Pop,Lauv,Question,62,0.635,0.0,0,1
113786,Pop,Melanie Martinez,Gingerbread Man,61,0.72,0.000918,0,1
113808,Pop,Sasha Sloan,Normal,63,0.7490000000000001,7.85e-06,0,1
113827,Pop,Gryffin,Bye Bye (feat. Ivy Adara) - Midnight Kids Remix,38,0.563,0.0,0,1
113834,Pop,BLACKPINK,STAY,70,0.628,7.71e-06,0,1
113843,Pop,Ella Mai,Close,64,0.736,2.54e-06,0,1
113884,Pop,Jeremy Zucker,wildfire,60,0.488,7.56e-06,0,1
113887,Pop,Brandy,Full Moon,58,0.6920000000000001,0.0029,0,1
113890,Pop,Usher,Climax,62,0.647,2.6899999999999997e-05,0,1
113894,Pop,Alvaro Soler,Loca,74,0.794,0.0,0,1
113904,Pop,Kendrick Lamar,FEAR.,67,0.588,7.2000000000000005e-06,0,1
113908,Pop,Melii,See Me,64,0.446,0.0,0,1
113947,Pop,Drake,Weston Road Flows,62,0.613,0.0,0,1
113950,Pop,DPR LIVE,Jasmine,64,0.593,0.0,0,1
113963,Pop,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",69,0.43,0.0,0,1
114009,Rap,J. Cole,Immortal,71,0.713,2.87e-06,0,1
114011,Rap,Tory Lanez,Say It,73,0.546,6.5000000000000004e-06,0,1
114020,Rap,Drake,November 18th,71,0.7490000000000001,0.0,0,1
114025,Rap,Meek Mill,Intro,70,0.6779999999999999,0.0,0,1
114027,Rap,"Tyler, The Creator",Where This Flower Blooms,69,0.6859999999999999,3.41e-06,0,1
114033,Rap,Drake,Energy,72,0.743,0.0,0,1
114034,Rap,A Boogie Wit da Hoodie,I Did It,70,0.718,4.6e-05,0,1
114037,Rap,A Boogie Wit da Hoodie,Pull Up (feat. NAV),70,0.828,0.0,0,1
114038,Rap,NF,Paralyzed,73,0.507,4.82e-06,0,1
114041,Rap,Ying Yang Twins,Get Low,72,0.521,0.0,0,1
114049,Rap,Jhene Aiko,Never Call Me (feat. YG) - Remix,73,0.595,0.0,0,1
114055,Rap,Kehlani,Nunya (feat. Dom Kennedy),74,0.675,0.0,0,1
114061,Rap,Mac Miller,Small Worlds,70,0.516,4.5e-06,0,1
114072,Rap,BROCKHAMPTON,SWEET,71,0.718,0.0,0,1
114076,Rap,Chance the Rapper,The Man Who Has Everything,70,0.6859999999999999,0.0,0,1
114087,Rap,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),80,0.8029999999999999,3.94e-06,0,1
114101,Rap,NF,Remember This,71,0.628,0.0,0,1
114104,Rap,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,72,0.794,0.0,0,1
114106,Rap,ayokay,Stay With Me,74,0.695,0.00018999999999999998,0,1
114112,Rap,Lil Peep,Runaway,74,0.39899999999999997,0.0616,0,1
114121,Rap,Lil Dicky,Professional Rapper (feat. Snoop Dogg),69,0.685,0.0,0,1
114130,Rap,Tory Lanez,Shooters,72,0.639,0.0,0,1
114141,Rap,Kanye West,Wouldn't Leave,68,0.556,0.0,0,1
114143,Rap,J. Cole,BRACKETS,69,0.675,1.77e-06,0,1
114149,Rap,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),73,0.52,0.0,0,1
114161,Rap,Lil Tjay,Leaked,67,0.759,0.0,0,1
